0,#,FORM,LEMMA,GRAM,COMMENT,CHECKED,CONTEXT,RIGHT1,RIGHT2,RIGHT3,RIGHT4,RIGHT5,RIGHT6,POS,AUTO_LEMMA,AUTO_GRAM,
37875,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37876,,,,,,,,,,,,,,,,,
37877,# sent = 2823,,,,,,,,,,,,,,,,У
37878,,Ну,НУ,PART,,,".   _Ну_ , я узнал",у,н,,,,,PART,НУ,PART,
37879,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Я
37880,,я,Я,SPRO sg 1p - nom,,," Ну , _я_ узнал очень важную",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Ь
37881,,узнал,УЗНАТЬ,V pf act praet sg indic m -,,,"Ну , я _узнал_ очень важную вещь",л,а,н,з,у,,V,УЗНАТЬ,V pf praet sg indic m -,Ь
37882,,очень,ОЧЕНЬ,ADV -,,,", я узнал _очень_ важную вещь :",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Й
37883,,важную,ВАЖНЫЙ,A - acc sg plen f -,,,я узнал очень _важную_ вещь : оказывается,ю,у,н,ж,а,в,A,ВАЖНЫЙ,A - acc sg plen f -,Ь
37884,,вещь,ВЕЩЬ,S f inan acc sg,,,"узнал очень важную _вещь_ : оказывается ,",ь,щ,е,в,,,S,ВЕЩЬ,S f inan acc sg,
37885,,:,:,PUNCT,,,,,,,,,,PUNCT,,,Я
37886,,оказывается,ОКАЗЫВАТЬСЯ,V ipf praes sg indic - 3p,,,"важную вещь : _оказывается_ , Нойз МС",я,с,т,е,а,в,V,ОКАЗЫВАТЬСЯ,V ipf praes sg indic - 3p,
37887,,",",",",PUNCT,,,,,,,,,,PUNCT,,,З
37888,,Нойз,НОЙЗ,S m anim nom sg,,,": оказывается , _Нойз_ МС делает не",з,й,о,н,,,S,НОЙЗ,S m anim nom sg,С
37889,,МС,МС,S m inan nom sg,,,"оказывается , Нойз _МС_ делает не проклятый",с,м,,,,,S,МС,S f inan nom sg,Ь
37890,,делает,ДЕЛАТЬ,V ipf act praes sg indic - 3p,,,", Нойз МС _делает_ не проклятый рэпчик",т,е,а,л,е,д,V,ДЕЛАТЬ,V ipf praes sg indic - 3p,Е
37891,,не,НЕ,PART,,,"Нойз МС делает _не_ проклятый рэпчик ,",е,н,,,,,PART,НЕ,PART,Й
37892,,проклятый,ПРОКЛЯТЫЙ,A - nom sg plen m -,,,"МС делает не _проклятый_ рэпчик , а",й,ы,т,я,л,к,A,ПРОКЛЯТЫЙ,A - nom sg plen m -,К
37893,,рэпчик,РЭПЧИК,S m inan nom sg,,,"делает не проклятый _рэпчик_ , а настоящий",к,и,ч,п,э,р,S,РЭПЧИК,S m inan nom sg,
37894,,",",",",PUNCT,,,,,,,,,,PUNCT,,,А
37895,,а,А,CONJ,,,"проклятый рэпчик , _а_ настоящий  рок",а,,,,,,CONJ,А,CONJ,Й
37896,,настоящий,НАСТОЯЩИЙ,A - nom sg plen m -,,,"рэпчик , а _настоящий_  рок -",й,и,щ,я,о,т,A,НАСТОЯЩИЙ,A - nom sg plen m -,
37897,"<distinct form=""",,,,,,,,,,,,,,,,
37898,<dist>,рок,,,,,,,,,,,,,,,
37899,<dist>,-,,,,,,,,,,,,,,,
37900,<dist>,к,,,,,,,,,,,,,,,
37901,""">",,,,,,,,,,,,,,,,К
37902,,рок,РОК,S m inan nom sg,,,"- к  _рок_   показывает жест ""коза""",к,о,р,,,,S,РОК,S m inan nom sg,
37903,</distinct>,,,,,,,,,,,,,,,,
37904,"<span class=""note"">",,,,,,,,,,,,,,,,
37905,<note>,"показывает жест ""коза""",,,,,,,,,,,,,,,
37906,</span>,,,,,,,,,,,,,,,,
37907,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37908,,,,,,,,,,,,,,,,,
37909,# sent = 2824,,,,,,,,,,,,,,,,И
37910,,И,И,CONJ,,,".   _И_ , неожиданно для",и,,,,,,CONJ,И,CONJ,
37911,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37912,,неожиданно,НЕОЖИДАННО,ADV -,,," И , _неожиданно_ для себя ,",о,н,н,а,д,и,ADV,НЕОЖИДАННО,ADV -,Я
37913,,для,ДЛЯ,PR,,,"И , неожиданно _для_ себя , мне",я,л,д,,,,PR,ДЛЯ,PR,Я
37914,,себя,СЕБЯ,SPRO - - - acc,,,", неожиданно для _себя_ , мне ...",я,б,е,с,,,SPRO,СЕБЯ,SPRO - - - acc,
37915,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Я
37916,,мне,Я,SPRO sg 1p - dat,,,"для себя , _мне_ ... мне ,",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,
37917,,...,...,PUNCT,,,,,,,,,,PUNCT,,,Я
37918,,мне,Я,SPRO sg 1p - dat,,,", мне ... _мне_ , честно говоря",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,
37919,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37920,,честно,ЧЕСТНО,ADV -,,,"... мне , _честно_ говоря , чертовски",о,н,т,с,е,ч,ADV,ЧЕСТНО,ADV -,Ь
37921,,говоря,ГОВОРИТЬ,V ipf praes - ger - -,,,"мне , честно _говоря_ , чертовски понравилось",я,р,о,в,о,г,V,ГОВОРИТЬ,V ipf praes - ger - -,
37922,,",",",",PUNCT,,,,,,,,,,PUNCT,,,И
37923,,чертовски,ЧЕРТОВСКИ,ADV -,,,"честно говоря , _чертовски_ понравилось . ",и,к,с,в,о,т,ADV,ЧЕРТОВСКИ,ADV -,Я
37924,,понравилось,ПОНРАВИТЬСЯ,V pf act praet sg indic n -,,,"говоря , чертовски _понравилось_ .  ",ь,с,о,л,и,в,V,ПОНРАВИТЬСЯ,V pf praet sg indic n -,
37925,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37926,,,,,,,,,,,,,,,,,
37927,# sent = 2825,,,,,,,,,,,,,,,,Я
37928,,Я,Я,SPRO sg 1p - nom,,,.   _Я_ ... за концерт,я,,,,,,SPRO,Я,SPRO sg 1p - nom,
37929,,...,...,PUNCT,,,,,,,,,,PUNCT,,,А
37930,,за,ЗА,PR,,, Я ... _за_ концерт этого самого,а,з,,,,,PR,ЗА,PR,Т
37931,,концерт,КОНЦЕРТ,S m inan acc sg,,,Я ... за _концерт_ этого самого Нойза,т,р,е,ц,н,о,S,КОНЦЕРТ,S m inan acc sg,Т
37932,,этого,ЭТОТ,APRO - gen sg plen m -,,,... за концерт _этого_ самого Нойза МС,о,г,о,т,э,,APRO,ЭТОТ,A - gen sg plen m -,Й
37933,,самого,САМЫЙ,A - gen sg plen m -,,,за концерт этого _самого_ Нойза МС убил,о,г,о,м,а,с,A,САМЫЙ,A - gen sg plen m -,З
37934,,Нойза,НОЙЗ,S m anim acc sg,,,концерт этого самого _Нойза_ МС убил голос,а,з,й,о,н,,S,НОЙЗ,S m anim acc sg,С
37935,,МС,МС,S m inan acc sg,,,этого самого Нойза _МС_ убил голос и,с,м,,,,,S,МС,S f inan nom sg,Ь
37936,,убил,УБИТЬ,V pf act praet sg indic m -,,,самого Нойза МС _убил_ голос и сбросил,л,и,б,у,,,V,УБИТЬ,V pf praet sg indic m -,С
37937,,голос,ГОЛОС,S m inan acc sg,,,Нойза МС убил _голос_ и сбросил киллограмма,с,о,л,о,г,,S,ГОЛОС,S m inan nom sg,И
37938,,и,И,CONJ,,,МС убил голос _и_ сбросил киллограмма два,и,,,,,,CONJ,И,CONJ,Ь
37939,,сбросил,СБРОСИТЬ,V pf act praet sg indic m -,,,убил голос и _сбросил_ киллограмма два .,л,и,с,о,р,б,V,СБРОСИТЬ,V pf praet sg indic m -,А
37940,,киллограмма,КИЛЛОГРАММА,S f inan acc sg,,,голос и сбросил _киллограмма_ два . ,а,м,м,а,р,г,S,КИЛЛОГРАММА,S f inan acc sg,А
37941,,два,ДВА,NUM acc m inan,,,и сбросил киллограмма _два_ .  ,а,в,д,,,,NUM,ДВА,NUM acc m inan,
37942,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37943,,,,,,,,,,,,,,,,,
37944,# sent = 2826,,,,,,,,,,,,,,,,а
37945,,Несмотря на,Несмотря на,PR,,,".   _Несмотря на_ то , что",а,н, ,я,р,т,PR,Несмотря на,PR,О
37946,,то,ТО,SPRO n - acc sg,,,"  Несмотря на _то_ , что я",о,т,,,,,SPRO,ТО,S n inan acc sg,
37947,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37948,,что,ЧТО,CONJ,,,"Несмотря на то , _что_ я не знал",о,т,ч,,,,CONJ,ЧТО,CONJ,Я
37949,,я,Я,SPRO sg 1p - nom,,,"то , что _я_ не знал слов",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Е
37950,,не,НЕ,PART,,,", что я _не_ знал слов ,",е,н,,,,,PART,НЕ,PART,Ь
37951,,знал,ЗНАТЬ,V ipf act praet sg indic m -,,,"что я не _знал_ слов , я",л,а,н,з,,,V,ЗНАТЬ,V ipf praet sg indic m -,О
37952,,слов,СЛОВО,S n inan gen pl,,,"я не знал _слов_ , я ",в,о,л,с,,,S,СЛОВО,S n inan gen pl,
37953,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Я
37954,,я,Я,SPRO sg 1p - nom,,,"знал слов , _я_  прктическь ",я,,,,,,SPRO,Я,SPRO sg 1p - nom,
37955,"<distinct form=""",,,,,,,,,,,,,,,,
37956,<dist>,прктическь,,,,,,,,,,,,,,,
37957,""">",,,,,,,,,,,,,,,,И
37958,,практически,ПРАКТИЧЕСКИ,ADV -,,, прктическь  _практически_  сразу ,и,к,с,е,ч,и,ADV,ПРАКТИЧЕСКИ,ADV -,
37959,</distinct>,,,,,,,,,,,,,,,,У
37960,,сразу,СРАЗУ,ADV -,,, практически  _сразу_  спаминал ,у,з,а,р,с,,ADV,СРАЗУ,ADV -,
37961,"<distinct form=""",,,,,,,,,,,,,,,,
37962,<dist>,спаминал,,,,,,,,,,,,,,,
37963,""">",,,,,,,,,,,,,,,,Ь
37964,,вспоминал,ВСПОМИНАТЬ,V ipf act praet sg indic m -,,, спаминал  _вспоминал_  какие-нибудь припевы,л,а,н,и,м,о,V,ВСПОМИНАТЬ,V ipf praet sg indic m -,
37965,</distinct>,,,,,,,,,,,,,,,,Ь
37966,,какие-нибудь,КАКОЙ-НИБУДЬ,APRO - acc pl plen - inan,,, вспоминал  _какие-нибудь_ припевы и орал,ь,д,у,б,и,н,APRO,КАКОЙ-НИБУДЬ,A - acc pl plen - inan,В
37967,,припевы,ПРИПЕВ,S m inan acc pl,,,"вспоминал  какие-нибудь _припевы_ и орал ,",ы,в,е,п,и,р,S,ПРИПЕВ,S m inan acc pl,И
37968,,и,И,CONJ,,," какие-нибудь припевы _и_ орал , гм",и,,,,,,CONJ,И,CONJ,Ь
37969,,орал,ОРАТЬ,V ipf act praet sg indic m -,,,"какие-нибудь припевы и _орал_ , гм .",л,а,р,о,,,V,ОРАТЬ,V ipf praet sg indic m -,
37970,,",",",",PUNCT,,,,,,,,,,PUNCT,,,М
37971,,гм,ГМ,INTJ,,,"и орал , _гм_ .  ",м,г,,,,,INTJ,ГМ,INTJ,
37972,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37973,,,,,,,,,,,,,,,,,
37974,# sent = 2827,,,,,,,,,,,,,,,,У
37975,,Ну,НУ,PART,,,".   _Ну_ , в общем",у,н,,,,,PART,НУ,PART,
37976,,",",",",PUNCT,,,,,,,,,,PUNCT,,,В
37977,,в,В,PR,,," Ну , _в_ общем , там",в,,,,,,PR,В,PR,Й
37978,,общем,ОБЩИЙ,A - loc sg plen m -,,,"Ну , в _общем_ , там было",м,е,щ,б,о,,A,ОБЩИЙ,A - loc sg plen m -,
37979,,",",",",PUNCT,,,,,,,,,,PUNCT,,,М
37980,,там,ТАМ,ADV -,,,"в общем , _там_ было очень хорошо",м,а,т,,,,ADV,ТАМ,ADV -,Ь
37981,,было,БЫТЬ,V ipf act praet sg indic n -,,,"общем , там _было_ очень хорошо ,",о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,Ь
37982,,очень,ОЧЕНЬ,ADV -,,,", там было _очень_ хорошо , по",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Й
37983,,хорошо,ХОРОШИЙ,A - - sg brev n -,,,"там было очень _хорошо_ , по [",о,ш,о,р,о,х,A,ХОРОШИЙ,A - - sg brev n -,
37984,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37985,,по,ПО,PR,,,"очень хорошо , _по_ [ нрзб ]",о,п,,,,,PR,ПО,PR,
37986,,[,[,PUNCT,,,,,,,,,,PUNCT,,,Б
37987,,нрзб,НРЗБ,NONLEX,,,", по [ _нрзб_ ] крайней мере",б,з,р,н,,,NONLEX,НРЗБ,NONLEX,
37988,,],],PUNCT,,,,,,,,,,PUNCT,,,Й
37989,,крайней,КРАЙНИЙ,A - dat sg plen f -,,,[ нрзб ] _крайней_ мере мне .,й,е,н,й,а,р,A,КРАЙНИЙ,A - dat sg plen f -,А
37990,,мере,МЕРА,S f inan dat sg,,,нрзб ] крайней _мере_ мне . ,е,р,е,м,,,S,МЕРА,S f inan dat sg,Я
37991,,мне,Я,SPRO sg 1p - dat,,,] крайней мере _мне_ .  ,е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,
37992,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37993,,,,,,,,,,,,,,,,,
37994,# sent = 2828,,,,,,,,,,,,,,,,Е
37995,,Не,НЕ,PART,,,".   _Не_ ожидал , что",е,н,,,,,PART,НЕ,PART,Ь
37996,,ожидал,ОЖИДАТЬ,V ipf act praet sg indic m -,,,"  Не _ожидал_ , что мне",л,а,д,и,ж,о,V,ОЖИДАТЬ,V ipf praet sg indic m -,
37997,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37998,,что,ЧТО,CONJ,,,"Не ожидал , _что_ мне так понравится",о,т,ч,,,,CONJ,ЧТО,CONJ,Я
37999,,мне,Я,SPRO sg 1p - dat,,,"ожидал , что _мне_ так понравится .",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,К
38000,,так,ТАК,ADV -,,,", что мне _так_ понравится . ",к,а,т,,,,ADV,ТАК,ADV -,Я
38001,,понравится,ПОНРАВИТЬСЯ,V pf act fut sg indic - ,,,что мне так _понравится_ .  ,я,с,т,и,в,а,V,ПОНРАВИТЬСЯ,V pf fut sg indic - 3p,
38002,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
38003,,,,,,,,,,,,,,,,,
38004,# sent = 2829,,,,,,,,,,,,,,,,У
38005,,Ну,НУ,PART,,,.   _Ну_ ещё он классно,у,н,,,,,PART,НУ,PART,Е
38006,,ещё,ЕЩЕ,ADV -,,,  Ну _ещё_ он классно читает,ё,щ,е,,,,ADV,ЕЩЕ,ADV -,Н
38007,,он,ОН,SPRO sg 3p m nom,,, Ну ещё _он_ классно читает ,н,о,,,,,SPRO,ОН,SPRO sg 3p m nom,О
38008,,классно,КЛАССНО,ADV -,,,Ну ещё он _классно_ читает  .,о,н,с,с,а,л,ADV,КЛАССНО,ADV -,Ь
38009,,читает,ЧИТАТЬ,V ipf act praes sg indic - 3p,,,ещё он классно _читает_  . ,т,е,а,т,и,ч,V,ЧИТАТЬ,V ipf praes sg indic - 3p,
38010,<noindex>[нрзб]</noindex>,,,,,,,,,,,,,,,,
38011,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
38012,,,,,,,,,,,,,,,,,
38013,# sent = 2830,,,,,,,,,,,,,,,,
38014,# speaker = Я,,,,,,,,,,,,,,,,
38015,# sent = 2831,,,,,,,,,,,,,,,,Э
38016,,Эээ,ЭЭЭ,NONLEX,,,"   _Эээ_ , Роман ,",э,э,э,,,,NONLEX,ЭЭЭ,NONLEX,
38017,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Н
38018,,Роман,РОМАН,S m anim nom sg persn,,," Эээ , _Роман_ , вы можете",н,а,м,о,р,,S,РОМАН,S m inan nom sg,
38019,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ы
38020,,вы,ВЫ,SPRO pl 2p - nom,,,", Роман , _вы_ можете рассказать что-нибудь",ы,в,,,,,SPRO,ВЫ,SPRO pl 2p - nom,Ь
38021,,можете,МОЧЬ,V ipf act praes pl indic - 2p,,,"Роман , вы _можете_ рассказать что-нибудь ",е,т,е,ж,о,м,V,МОЧЬ,V ipf praes pl indic - 2p,Ь
38022,,рассказать,РАССКАЗАТЬ,V pf - - inf - -,,,", вы можете _рассказать_ что-нибудь  кашель",ь,т,а,з,а,к,V,РАССКАЗАТЬ,V pf - - inf - -,Ь
38023,,что-нибудь,ЧТО-НИБУДЬ,SPRO n inan acc sg,,,вы можете рассказать _что-нибудь_  кашель ,ь,д,у,б,и,н,SPRO,ЧТО-НИБУДЬ,S n - acc sg,
38024,"<span class=""note"">",,,,,,,,,,,,,,,,
38025,<note>,кашель,,,,,,,,,,,,,,,
38026,</span>,,,,,,,,,,,,,,,,О
38027,,про,ПРО,PR,,," кашель  _про_ контингент , который",о,р,п,,,,PR,ПРО,PR,Т
38028,,контингент,КОНТИНГЕНТ,S m inan acc sg,,,"кашель  про _контингент_ , который присутствовал",т,н,е,г,н,и,S,КОНТИНГЕНТ,S m inan acc sg,
38029,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Й
38030,,который,КОТОРЫЙ,APRO - nom sg plen m -,,,"про контингент , _который_ присутствовал на концерте",й,ы,р,о,т,о,APRO,КОТОРЫЙ,A - nom sg plen m -,Ь
38031,,присутствовал,ПРИСУТСТВОВАТЬ,V ipf act praet sg indic m -,,,"контингент , который _присутствовал_ на концерте и",л,а,в,о,в,т,V,ПРИСУТСТВОВАТЬ,V ipf praet sg indic m -,А
38032,,на,НА,PR,,,", который присутствовал _на_ концерте и про",а,н,,,,,PR,НА,PR,Т
38033,,концерте,КОНЦЕРТ,S m inan loc sg,,,который присутствовал на _концерте_ и про ...,е,т,р,е,ц,н,S,КОНЦЕРТ,S m inan loc sg,И
38034,,и,И,CONJ,,,присутствовал на концерте _и_ про ... ооо,и,,,,,,CONJ,И,CONJ,О
38035,,про,ПРО,PR,,,на концерте и _про_ ... ооо ...,о,р,п,,,,PR,ПРО,PR,
38036,,...,...,PUNCT,,,,,,,,,,PUNCT,,,О
38037,,ооо,ООО,INTJ,,,и про ... _ооо_ ... общую атмосферу,о,о,о,,,,INTJ,ООО,S m inan nonflex -,
38038,,...,...,PUNCT,,,,,,,,,,PUNCT,,,Й
38039,,общую,ОБЩИЙ,A - acc sg plen f -,,,... ооо ... _общую_ атмосферу чуть побольше,ю,у,щ,б,о,,A,ОБЩИЙ,A - acc sg plen f -,А
38040,,атмосферу,АТМОСФЕРА,S f inan acc sg,,,ооо ... общую _атмосферу_ чуть побольше .,у,р,е,ф,с,о,S,АТМОСФЕРА,S f inan acc sg,Ь
38041,,чуть,ЧУТЬ,ADV -,,,... общую атмосферу _чуть_ побольше . ,ь,т,у,ч,,,ADV,ЧУТЬ,ADV -,О
38042,,побольше,МНОГО,ADV comp,,,общую атмосферу чуть _побольше_ .  ,е,ш,ь,л,о,б,ADV,МНОГО,ADV comp,
38043,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
38044,,,,,,,,,,,,,,,,,
38045,# sent = 2832,,,,,,,,,,,,,,,,
38046,# speaker = Роман,,,,,,,,,,,,,,,,
38047,# sent = 2833,,,,,,,,,,,,,,,,Й
38048,,Общая,ОБЩИЙ,A - nom sg plen f -,,,   _Общая_ атмосфера ? ,я,а,щ,б,о,,A,ОБЩИЙ,A - nom sg plen f -,А
38049,,атмосфера,АТМОСФЕРА,S f inan nom sg,,,  Общая _атмосфера_ ?  ,а,р,е,ф,с,о,S,АТМОСФЕРА,S f inan nom sg,
38050,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
38051,,,,,,,,,,,,,,,,,
38052,# sent = 2834,,,,,,,,,,,,,,,,Й
38053,,Счастливые,СЧАСТЛИВЫЙ,A - nom pl plen - -,,,?   _Счастливые_ люди  просты..,е,ы,в,и,л,т,A,СЧАСТЛИВЫЙ,A - nom pl plen - -,К
38054,,люди,ЧЕЛОВЕК,S m anim nom pl,,,  Счастливые _люди_  просты.. и,и,д,ю,л,,,S,ЧЕЛОВЕК,S m anim nom pl,
38055,"<distinct form=""",,,,,,,,,,,,,,,,
38056,<dist>,просты..,,,,,,,,,,,,,,,
38057,<dist>,и,,,,,,,,,,,,,,,
38058,""">",,,,,,,,,,,,,,,,О
38059,,просто,ПРОСТО,PART,,,просты.. и  _просто_  . ,о,т,с,о,р,п,PART,ПРОСТО,PART,
38060,</distinct>,,,,,,,,,,,,,,,,
38061,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
38062,,,,,,,,,,,,,,,,,
38063,# sent = 2835,,,,,,,,,,,,,,,,У
38064,,Ну,НУ,PART,,,".   _Ну_ , большинству нравилось",у,н,,,,,PART,НУ,PART,
38065,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
38066,,большинству,БОЛЬШИНСТВО,S n inan dat sg,,," Ну , _большинству_ нравилось , ",у,в,т,с,н,и,S,БОЛЬШИНСТВО,S n inan dat sg,Я
38067,,нравилось,НРАВИТЬСЯ,V ipf act praet sg indic n -,,,"Ну , большинству _нравилось_ ,  ане",ь,с,о,л,и,в,V,НРАВИТЬСЯ,V ipf praet sg indic n -,
38068,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
38069,"<distinct form=""",,,,,,,,,,,,,,,,
38070,<dist>,ане,,,,,,,,,,,,,,,
38071,""">",,,,,,,,,,,,,,,,И
38072,,они,ОНИ,SPRO pl - - nom,,, ане  _они_  все улыбались,и,н,о,,,,SPRO,ОНИ,SPRO pl - - nom,
38073,</distinct>,,,,,,,,,,,,,,,,Е
38074,,все,ВСЕ,S - - nom pl,,," они  _все_ улыбались , кричали",е,с,в,,,,S,ВСЕ,S - - nom pl,Я
38075,,улыбались,УЛЫБАТЬСЯ,V ipf act praet pl indic - -,,,"они  все _улыбались_ , кричали ,",ь,с,и,л,а,б,V,УЛЫБАТЬСЯ,V ipf praet pl indic - -,
38076,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ь
38077,,кричали,КРИЧАТЬ,V ipf act praet pl indic - -,,,"все улыбались , _кричали_ , пели ,",и,л,а,ч,и,р,V,КРИЧАТЬ,V ipf praet pl indic - -,
38078,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ь
38079,,пели,ПЕТЬ,V ipf act praet pl indic - -,,,", кричали , _пели_ , орали ,",и,л,е,п,,,V,ПЕТЬ,V ipf praet pl indic - -,
38080,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ь
38081,,орали,ОРАТЬ,V ipf act praet pl indic - -,,,", пели , _орали_ , так же как и",и,л,а,р,о,,V,ОРАТЬ,V ipf praet pl indic - -,
38082,,",",",",PUNCT,,,,,,,,,,PUNCT,,,к
38083,,так же как,так же как,CONJ,,,", орали , _так же как_ и я .",к,а,к, ,е,ж,CONJ,так же как,CONJ,И
38084,,и,И,CONJ,,,"орали , так же как _и_ я . ",и,,,,,,CONJ,И,CONJ,Я
38085,,я,Я,SPRO sg 1p - nom,,,", так же как и _я_ .  ",я,,,,,,SPRO,Я,SPRO sg 1p - nom,
38086,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
38087,,,,,,,,,,,,,,,,,
38088,# sent = 2836,,,,,,,,,,,,,,,,
38089,"<distinct form=""",,,,,,,,,,,,,,,,
38090,<dist>,Вопщемта,,,,,,,,,,,,,,,
38091,""">",,,,,,,,,,,,,,,,В
38092,,В,В,PR,,, Вопщемта  _В_ общем - то,в,,,,,,PR,В,PR,Й
38093,,общем,ОБЩИЙ,A - loc sg plen m -,,,Вопщемта  В _общем_ - то ,м,е,щ,б,о,,A,ОБЩИЙ,A - loc sg plen m -,
38094,,-,-,PUNCT,,,,,,,,,,PUNCT,,,О
38095,,то,ТО,PART,,,В общем - _то_  ... ааа,о,т,,,,,PART,ТО,NONLEX,
38096,</distinct>,,,,,,,,,,,,,,,,
38097,,...,...,PUNCT,,,,,,,,,,PUNCT,,,А
38098,,ааа,ААА,INTJ,,,то  ... _ааа_ ... никакого ,а,а,а,,,,INTJ,ААА,S m inan nonflex -,
38099,,...,...,PUNCT,,,,,,,,,,PUNCT,,,Й
38100,,никакого,НИКАКОЙ,APRO - gen sg plen n -,,,... ааа ... _никакого_  в сторону ,о,г,о,к,а,к,APRO,НИКАКОЙ,A - gen sg plen n -,
38101,"<span class=""note"">",,,,,,,,,,,,,,,,
38102,<note>,в сторону,,,,,,,,,,,,,,,
38103,</span>,,,,,,,,,,,,,,,,
38104,,...,...,PUNCT,,,,,,,,,,PUNCT,,,Й
38105,,никакого,НИКАКОЙ,APRO - gen sg plen n -,,,в сторону  ... _никакого_ такого страшного агальства,о,г,о,к,а,к,APRO,НИКАКОЙ,A - gen sg plen n -,Й
38106,,такого,ТАКОЙ,APRO - gen sg plen m -,,, ... никакого _такого_ страшного агальства там,о,г,о,к,а,т,APRO,ТАКОЙ,A - gen sg plen m -,Й
38107,,страшного,СТРАШНЫЙ,A - gen sg plen m -,,,... никакого такого _страшного_ агальства там не,о,г,о,н,ш,а,A,СТРАШНЫЙ,A - gen sg plen m -,О
38108,,агальства,АГАЛЬСТВО,S n inan gen sg,,,никакого такого страшного _агальства_ там не происходило,а,в,т,с,ь,л,S,АГАЛЬСТВО,S m inan gen sg,М
38109,,там,ТАМ,ADV -,,,такого страшного агальства _там_ не происходило .,м,а,т,,,,ADV,ТАМ,ADV -,Е
38110,,не,НЕ,PART,,,страшного агальства там _не_ происходило . ,е,н,,,,,PART,НЕ,PART,Ь
38111,,происходило,ПРОИСХОДИТЬ,V ipf act praet sg indic n -,,,агальства там не _происходило_ .  ,о,л,и,д,о,х,V,ПРОИСХОДИТЬ,V ipf praet sg indic n -,
38112,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
38113,,,,,,,,,,,,,,,,,
38114,# sent = 2837,,,,,,,,,,,,,,,,
38115,"<distinct form=""",,,,,,,,,,,,,,,,
38116,<dist>,Ни,,,,,,,,,,,,,,,
38117,""">",,,,,,,,,,,,,,,,Я
38118,,мне,Я,SPRO sg 1p - dat,,," Ни  _мне_  кажется ,",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,
38119,</distinct>,,,,,,,,,,,,,,,,Я
38120,,кажется,КАЗАТЬСЯ,V ipf act praes indic,,," мне  _кажется_ , даже пьяных",я,с,т,е,ж,а,ADV,КАЖЕТСЯ,ADV -,
38121,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Е
38122,,даже,ДАЖЕ,PART,,," кажется , _даже_ пьяных было не",е,ж,а,д,,,PART,ДАЖЕ,PART,Й
38123,,пьяных,ПЬЯНЫЙ,A - acc pl plen - anim,,,"кажется , даже _пьяных_ было не особенно",х,ы,н,я,ь,п,A,ПЬЯНЫЙ,A - acc pl plen - anim,Ь
38124,,было,БЫТЬ,V ipf act praet sg indic n -,,,", даже пьяных _было_ не особенно много",о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,Е
38125,,не,НЕ,PART,,,даже пьяных было _не_ особенно много .,е,н,,,,,PART,НЕ,PART,О
38126,,особенно,ОСОБЕННО,ADV -,,,пьяных было не _особенно_ много . ,о,н,н,е,б,о,ADV,ОСОБЕННО,ADV -,О
38127,,много,МНОГО,ADV -,,,было не особенно _много_ .  ,о,г,о,н,м,,ADV,МНОГО,ADV -,
38128,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
38129,,,,,,,,,,,,,,,,,
38130,# sent = 2838,,,,,,,,,,,,,,,,Я
